,Domestic,HK_MO,International,Total,YoY_Growth(%)
69,5093.8,75.0,604.4,5773.2,
68,4715.4,70.4,590.4,5376.199999999999,
67,4643.6,69.6,632.4,5345.6,
66,4401.1,67.6,659.2,5127.900000000001,
